protocol,network_type,ue_location,target_server,probe_num,rtt_in_ms
ICMP,5G,A,US-East,1,58.7
ICMP,5G,A,US-East,2,65.7
ICMP,5G,A,US-East,3,55.8
ICMP,5G,A,US-East,4,52.0
ICMP,5G,A,US-East,5,49.7
ICMP,5G,A,US-East,6,58.3
ICMP,5G,A,US-East,7,62.6
ICMP,5G,A,US-East,8,52.6
ICMP,5G,A,US-East,9,53.0
ICMP,5G,A,US-East,10,51.6
ICMP,5G,A,US-East,11,49.2
ICMP,5G,A,US-East,12,65.9
ICMP,5G,A,US-East,13,55.4
ICMP,5G,A,US-East,14,53.1
ICMP,5G,A,US-East,15,49.8
ICMP,5G,A,US-East,16,50.7
ICMP,5G,A,US-East,17,60.7
ICMP,5G,A,US-East,18,56.3
ICMP,5G,A,US-East,19,54.1
ICMP,5G,A,US-East,20,53.0
ICMP,5G,A,US-East,21,50.8
ICMP,5G,A,US-East,22,59.5
ICMP,5G,A,US-East,23,59.3
ICMP,5G,A,US-East,24,58.1
ICMP,5G,A,US-East,25,57.5
ICMP,5G,A,US-East,26,55.5
ICMP,5G,A,US-East,27,52.6
ICMP,5G,A,US-East,28,50.1
ICMP,5G,A,US-East,29,56.9
ICMP,5G,A,US-East,30,54.7
ICMP,5G,A,US-East,31,56.4
ICMP,5G,A,US-East,32,54.6
ICMP,5G,A,US-East,33,58.4
ICMP,5G,A,US-East,34,48.6
ICMP,5G,A,US-East,35,57.8
ICMP,5G,A,US-East,36,62.5
ICMP,5G,A,US-East,37,54.4
ICMP,5G,A,US-East,38,62.4
ICMP,5G,A,US-East,39,50.2
ICMP,5G,A,US-East,40,69.1
ICMP,5G,A,US-East,41,57.2
ICMP,5G,A,US-East,42,54.6
ICMP,5G,A,US-East,43,54.4
ICMP,5G,A,US-East,44,52.4
ICMP,5G,A,US-East,45,67.1
ICMP,5G,A,US-East,46,57.2
ICMP,5G,A,US-East,47,55.0
ICMP,5G,A,US-East,48,51.9
ICMP,5G,A,US-East,49,58.9
ICMP,5G,A,US-East,50,49.3
ICMP,5G,A,US-East,51,56.2
ICMP,5G,A,US-East,52,63.9
ICMP,5G,A,US-East,53,62.0
ICMP,5G,A,US-East,54,59.2
ICMP,5G,A,US-East,55,60.7
ICMP,5G,A,US-East,56,47.7
ICMP,5G,A,US-East,57,58.5
ICMP,5G,A,US-East,58,57.1
ICMP,5G,A,US-East,59,54.2
ICMP,5G,A,US-East,60,53.2
