protocol,network_type,ue_location,target_server,probe_num,rtt_in_ms
ICMP,5G,A,US-West,1,89.1
ICMP,5G,A,US-West,2,88.9
ICMP,5G,A,US-West,3,86.2
ICMP,5G,A,US-West,4,85.4
ICMP,5G,A,US-West,5,77.5
ICMP,5G,A,US-West,6,76.5
ICMP,5G,A,US-West,7,77.6
ICMP,5G,A,US-West,8,77.5
ICMP,5G,A,US-West,9,76.1
ICMP,5G,A,US-West,10,75.9
ICMP,5G,A,US-West,11,84.2
ICMP,5G,A,US-West,12,89.5
ICMP,5G,A,US-West,13,77.5
ICMP,5G,A,US-West,14,76.2
ICMP,5G,A,US-West,15,76.4
ICMP,5G,A,US-West,16,79.1
ICMP,5G,A,US-West,17,76.7
ICMP,5G,A,US-West,18,78.2
ICMP,5G,A,US-West,19,76.6
ICMP,5G,A,US-West,20,83.1
ICMP,5G,A,US-West,21,89.7
ICMP,5G,A,US-West,22,82.6
ICMP,5G,A,US-West,23,77.5
ICMP,5G,A,US-West,24,78.5
ICMP,5G,A,US-West,25,79.6
ICMP,5G,A,US-West,26,72.3
ICMP,5G,A,US-West,27,76.2
ICMP,5G,A,US-West,28,84.2
ICMP,5G,A,US-West,29,87.8
ICMP,5G,A,US-West,30,73.2
ICMP,5G,A,US-West,31,78.3
ICMP,5G,A,US-West,32,86.2
ICMP,5G,A,US-West,33,89.3
ICMP,5G,A,US-West,34,77.2
ICMP,5G,A,US-West,35,76.1
ICMP,5G,A,US-West,36,76.5
ICMP,5G,A,US-West,37,77.5
ICMP,5G,A,US-West,38,93.1
ICMP,5G,A,US-West,39,79.1
ICMP,5G,A,US-West,40,78.3
ICMP,5G,A,US-West,41,88.5
ICMP,5G,A,US-West,42,76.2
ICMP,5G,A,US-West,43,78.6
ICMP,5G,A,US-West,44,79.1
ICMP,5G,A,US-West,45,78.2
ICMP,5G,A,US-West,46,76.0
ICMP,5G,A,US-West,47,81.1
ICMP,5G,A,US-West,48,78.8
ICMP,5G,A,US-West,49,76.7
ICMP,5G,A,US-West,50,82.1
ICMP,5G,A,US-West,51,92.6
ICMP,5G,A,US-West,52,77.2
ICMP,5G,A,US-West,53,80.2
ICMP,5G,A,US-West,54,77.6
ICMP,5G,A,US-West,55,76.1
ICMP,5G,A,US-West,56,77.2
ICMP,5G,A,US-West,57,76.3
ICMP,5G,A,US-West,58,76.1
ICMP,5G,A,US-West,59,79.1
ICMP,5G,A,US-West,60,87.4
