protocol,network_type,ue_location,target_server,probe_num,rtt_in_ms
ICMP,5G,B,First-Hop,1,55.3
ICMP,5G,B,First-Hop,2,35.1
ICMP,5G,B,First-Hop,3,29.0
ICMP,5G,B,First-Hop,4,25.0
ICMP,5G,B,First-Hop,5,25.5
ICMP,5G,B,First-Hop,6,23.1
ICMP,5G,B,First-Hop,7,33.7
ICMP,5G,B,First-Hop,8,21.6
ICMP,5G,B,First-Hop,9,34.5
ICMP,5G,B,First-Hop,10,22.3
ICMP,5G,B,First-Hop,11,23.4
ICMP,5G,B,First-Hop,12,25.8
ICMP,5G,B,First-Hop,13,20.4
ICMP,5G,B,First-Hop,14,32.5
ICMP,5G,B,First-Hop,15,30.0
ICMP,5G,B,First-Hop,16,21.3
ICMP,5G,B,First-Hop,17,25.2
ICMP,5G,B,First-Hop,18,28.0
ICMP,5G,B,First-Hop,19,26.9
ICMP,5G,B,First-Hop,20,24.9
ICMP,5G,B,First-Hop,21,22.8
ICMP,5G,B,First-Hop,22,32.1
ICMP,5G,B,First-Hop,23,26.6
ICMP,5G,B,First-Hop,24,24.1
ICMP,5G,B,First-Hop,25,27.1
ICMP,5G,B,First-Hop,26,18.1
ICMP,5G,B,First-Hop,27,22.3
ICMP,5G,B,First-Hop,28,21.3
ICMP,5G,B,First-Hop,29,19.3
ICMP,5G,B,First-Hop,30,24.6
ICMP,5G,B,First-Hop,31,22.4
ICMP,5G,B,First-Hop,32,23.4
ICMP,5G,B,First-Hop,33,37.8
ICMP,5G,B,First-Hop,34,35.6
ICMP,5G,B,First-Hop,35,25.7
ICMP,5G,B,First-Hop,36,21.7
ICMP,5G,B,First-Hop,37,22.1
ICMP,5G,B,First-Hop,38,23.3
ICMP,5G,B,First-Hop,39,21.9
ICMP,5G,B,First-Hop,40,35.4
ICMP,5G,B,First-Hop,41,28.1
ICMP,5G,B,First-Hop,42,27.4
ICMP,5G,B,First-Hop,43,27.2
ICMP,5G,B,First-Hop,44,25.6
ICMP,5G,B,First-Hop,45,37.0
ICMP,5G,B,First-Hop,46,22.3
ICMP,5G,B,First-Hop,47,28.9
ICMP,5G,B,First-Hop,48,27.5
ICMP,5G,B,First-Hop,49,24.8
ICMP,5G,B,First-Hop,50,34.4
ICMP,5G,B,First-Hop,51,39.1
ICMP,5G,B,First-Hop,52,30.7
ICMP,5G,B,First-Hop,53,28.0
ICMP,5G,B,First-Hop,54,26.3
ICMP,5G,B,First-Hop,55,25.3
ICMP,5G,B,First-Hop,56,24.6
ICMP,5G,B,First-Hop,57,23.1
ICMP,5G,B,First-Hop,58,31.4
ICMP,5G,B,First-Hop,59,26.9
ICMP,5G,B,First-Hop,60,27.8
