protocol,network_type,ue_location,target_server,probe_num,rtt_in_ms
ICMP,5G,B,US-East,1,51.0
ICMP,5G,B,US-East,2,49.5
ICMP,5G,B,US-East,3,54.7
ICMP,5G,B,US-East,4,59.4
ICMP,5G,B,US-East,5,54.0
ICMP,5G,B,US-East,6,56.1
ICMP,5G,B,US-East,7,54.6
ICMP,5G,B,US-East,8,52.2
ICMP,5G,B,US-East,9,51.1
ICMP,5G,B,US-East,10,48.5
ICMP,5G,B,US-East,11,54.5
ICMP,5G,B,US-East,12,52.7
ICMP,5G,B,US-East,13,52.3
ICMP,5G,B,US-East,14,53.2
ICMP,5G,B,US-East,15,50.6
ICMP,5G,B,US-East,16,49.8
ICMP,5G,B,US-East,17,48.3
ICMP,5G,B,US-East,18,47.8
ICMP,5G,B,US-East,19,54.2
ICMP,5G,B,US-East,20,56.1
ICMP,5G,B,US-East,21,53.0
ICMP,5G,B,US-East,22,51.1
ICMP,5G,B,US-East,23,51.9
ICMP,5G,B,US-East,24,50.6
ICMP,5G,B,US-East,25,50.3
ICMP,5G,B,US-East,26,49.5
ICMP,5G,B,US-East,27,55.9
ICMP,5G,B,US-East,28,53.5
ICMP,5G,B,US-East,29,51.1
ICMP,5G,B,US-East,30,51.9
ICMP,5G,B,US-East,31,49.1
ICMP,5G,B,US-East,32,49.0
ICMP,5G,B,US-East,33,46.7
ICMP,5G,B,US-East,34,55.2
ICMP,5G,B,US-East,35,53.8
ICMP,5G,B,US-East,36,52.7
ICMP,5G,B,US-East,37,50.3
ICMP,5G,B,US-East,38,48.2
ICMP,5G,B,US-East,39,57.4
ICMP,5G,B,US-East,40,54.4
ICMP,5G,B,US-East,41,54.0
ICMP,5G,B,US-East,42,52.9
ICMP,5G,B,US-East,43,52.5
ICMP,5G,B,US-East,44,48.3
ICMP,5G,B,US-East,45,48.1
ICMP,5G,B,US-East,46,55.3
ICMP,5G,B,US-East,47,56.8
ICMP,5G,B,US-East,48,52.0
ICMP,5G,B,US-East,49,52.5
ICMP,5G,B,US-East,50,51.8
ICMP,5G,B,US-East,51,51.0
ICMP,5G,B,US-East,52,48.8
ICMP,5G,B,US-East,53,56.4
ICMP,5G,B,US-East,54,55.8
ICMP,5G,B,US-East,55,54.9
ICMP,5G,B,US-East,56,53.4
ICMP,5G,B,US-East,57,52.0
ICMP,5G,B,US-East,58,52.4
ICMP,5G,B,US-East,59,48.5
ICMP,5G,B,US-East,60,54.1
