protocol,network_type,ue_location,target_server,probe_num,rtt_in_ms
ICMP,5G,B,US-West,1,92.1
ICMP,5G,B,US-West,2,78.3
ICMP,5G,B,US-West,3,85.4
ICMP,5G,B,US-West,4,93.4
ICMP,5G,B,US-West,5,82.2
ICMP,5G,B,US-West,6,80.3
ICMP,5G,B,US-West,7,79.0
ICMP,5G,B,US-West,8,76.7
ICMP,5G,B,US-West,9,87.5
ICMP,5G,B,US-West,10,98.2
ICMP,5G,B,US-West,11,92.5
ICMP,5G,B,US-West,12,91.3
ICMP,5G,B,US-West,13,78.8
ICMP,5G,B,US-West,14,77.2
ICMP,5G,B,US-West,15,84.0
ICMP,5G,B,US-West,16,85.3
ICMP,5G,B,US-West,17,80.8
ICMP,5G,B,US-West,18,79.5
ICMP,5G,B,US-West,19,77.8
ICMP,5G,B,US-West,20,86.7
ICMP,5G,B,US-West,21,87.3
ICMP,5G,B,US-West,22,83.1
ICMP,5G,B,US-West,23,79.9
ICMP,5G,B,US-West,24,79.2
ICMP,5G,B,US-West,25,77.5
ICMP,5G,B,US-West,26,85.4
ICMP,5G,B,US-West,27,84.3
ICMP,5G,B,US-West,28,80.9
ICMP,5G,B,US-West,29,82.1
ICMP,5G,B,US-West,30,79.0
ICMP,5G,B,US-West,31,76.4
ICMP,5G,B,US-West,32,90.1
ICMP,5G,B,US-West,33,92.4
ICMP,5G,B,US-West,34,84.7
ICMP,5G,B,US-West,35,81.5
ICMP,5G,B,US-West,36,79.8
ICMP,5G,B,US-West,37,77.8
ICMP,5G,B,US-West,38,76.1
ICMP,5G,B,US-West,39,83.3
ICMP,5G,B,US-West,40,82.1
ICMP,5G,B,US-West,41,89.8
ICMP,5G,B,US-West,42,79.1
ICMP,5G,B,US-West,43,77.3
ICMP,5G,B,US-West,44,95.2
ICMP,5G,B,US-West,45,89.1
ICMP,5G,B,US-West,46,85.3
ICMP,5G,B,US-West,47,79.4
ICMP,5G,B,US-West,48,78.7
ICMP,5G,B,US-West,49,77.5
ICMP,5G,B,US-West,50,85.9
ICMP,5G,B,US-West,51,87.2
ICMP,5G,B,US-West,52,86.4
ICMP,5G,B,US-West,53,80.0
ICMP,5G,B,US-West,54,79.9
ICMP,5G,B,US-West,55,77.4
ICMP,5G,B,US-West,56,84.8
ICMP,5G,B,US-West,57,90.4
ICMP,5G,B,US-West,58,84.6
ICMP,5G,B,US-West,59,79.9
ICMP,5G,B,US-West,60,77.5
