protocol,network_type,ue_location,target_server,probe_num,rtt_in_ms
ICMP,4G,B,First-Hop,1,44.8
ICMP,4G,B,First-Hop,2,30.5
ICMP,4G,B,First-Hop,3,29.5
ICMP,4G,B,First-Hop,4,26.5
ICMP,4G,B,First-Hop,5,31.3
ICMP,4G,B,First-Hop,6,27.6
ICMP,4G,B,First-Hop,7,27.4
ICMP,4G,B,First-Hop,8,31.0
ICMP,4G,B,First-Hop,9,30.5
ICMP,4G,B,First-Hop,10,30.9
ICMP,4G,B,First-Hop,11,26.7
ICMP,4G,B,First-Hop,12,28.8
ICMP,4G,B,First-Hop,13,26.9
ICMP,4G,B,First-Hop,14,26.3
ICMP,4G,B,First-Hop,15,25.4
ICMP,4G,B,First-Hop,16,22.2
ICMP,4G,B,First-Hop,17,25.1
ICMP,4G,B,First-Hop,18,31.5
ICMP,4G,B,First-Hop,19,31.5
ICMP,4G,B,First-Hop,20,32.0
ICMP,4G,B,First-Hop,21,24.7
ICMP,4G,B,First-Hop,22,33.7
ICMP,4G,B,First-Hop,23,43.5
ICMP,4G,B,First-Hop,24,32.5
ICMP,4G,B,First-Hop,25,27.7
ICMP,4G,B,First-Hop,26,31.3
ICMP,4G,B,First-Hop,27,31.0
ICMP,4G,B,First-Hop,28,28.8
ICMP,4G,B,First-Hop,29,27.4
ICMP,4G,B,First-Hop,30,26.6
ICMP,4G,B,First-Hop,31,32.0
ICMP,4G,B,First-Hop,32,25.0
ICMP,4G,B,First-Hop,33,26.4
ICMP,4G,B,First-Hop,34,36.2
ICMP,4G,B,First-Hop,35,29.2
ICMP,4G,B,First-Hop,36,32.8
ICMP,4G,B,First-Hop,37,31.1
ICMP,4G,B,First-Hop,38,36.5
ICMP,4G,B,First-Hop,39,29.8
ICMP,4G,B,First-Hop,40,25.7
ICMP,4G,B,First-Hop,41,25.8
ICMP,4G,B,First-Hop,42,35.6
ICMP,4G,B,First-Hop,43,26.4
ICMP,4G,B,First-Hop,44,27.2
ICMP,4G,B,First-Hop,45,33.6
ICMP,4G,B,First-Hop,46,32.2
ICMP,4G,B,First-Hop,47,28.3
ICMP,4G,B,First-Hop,48,29.2
ICMP,4G,B,First-Hop,49,26.5
ICMP,4G,B,First-Hop,50,24.7
ICMP,4G,B,First-Hop,51,26.2
ICMP,4G,B,First-Hop,52,29.3
ICMP,4G,B,First-Hop,53,25.1
ICMP,4G,B,First-Hop,54,31.1
ICMP,4G,B,First-Hop,55,30.1
ICMP,4G,B,First-Hop,56,26.4
ICMP,4G,B,First-Hop,57,28.9
ICMP,4G,B,First-Hop,58,29.6
ICMP,4G,B,First-Hop,59,29.6
ICMP,4G,B,First-Hop,60,30.2
