protocol,network_type,ue_location,target_server,probe_num,rtt_in_ms
ICMP,5G,B,US-West,1,78.2
ICMP,5G,B,US-West,2,76.3
ICMP,5G,B,US-West,3,77.2
ICMP,5G,B,US-West,4,79.1
ICMP,5G,B,US-West,5,78.7
ICMP,5G,B,US-West,6,76.7
ICMP,5G,B,US-West,7,79.1
ICMP,5G,B,US-West,8,78.2
ICMP,5G,B,US-West,9,86.5
ICMP,5G,B,US-West,10,84.8
ICMP,5G,B,US-West,11,78.2
ICMP,5G,B,US-West,12,77.6
ICMP,5G,B,US-West,13,80.4
ICMP,5G,B,US-West,14,79.5
ICMP,5G,B,US-West,15,78.5
ICMP,5G,B,US-West,16,87.0
ICMP,5G,B,US-West,17,84.4
ICMP,5G,B,US-West,18,82.6
ICMP,5G,B,US-West,19,86.0
ICMP,5G,B,US-West,20,104.6
ICMP,5G,B,US-West,21,78.2
ICMP,5G,B,US-West,22,76.8
ICMP,5G,B,US-West,23,76.1
ICMP,5G,B,US-West,24,77.2
ICMP,5G,B,US-West,25,79.5
ICMP,5G,B,US-West,26,77.8
ICMP,5G,B,US-West,27,86.1
ICMP,5G,B,US-West,28,84.1
ICMP,5G,B,US-West,29,76.2
ICMP,5G,B,US-West,30,78.4
ICMP,5G,B,US-West,31,77.8
ICMP,5G,B,US-West,32,86.5
ICMP,5G,B,US-West,33,85.2
ICMP,5G,B,US-West,34,85.3
ICMP,5G,B,US-West,35,79.9
ICMP,5G,B,US-West,36,78.4
ICMP,5G,B,US-West,37,77.2
ICMP,5G,B,US-West,38,86.3
ICMP,5G,B,US-West,39,107.3
ICMP,5G,B,US-West,40,81.6
ICMP,5G,B,US-West,41,80.3
ICMP,5G,B,US-West,42,78.8
ICMP,5G,B,US-West,43,76.1
ICMP,5G,B,US-West,44,76.6
ICMP,5G,B,US-West,45,77.6
ICMP,5G,B,US-West,46,78.2
ICMP,5G,B,US-West,47,76.1
ICMP,5G,B,US-West,48,79.3
ICMP,5G,B,US-West,49,80.2
ICMP,5G,B,US-West,50,77.8
ICMP,5G,B,US-West,51,76.9
ICMP,5G,B,US-West,52,80.1
ICMP,5G,B,US-West,53,80.3
ICMP,5G,B,US-West,54,79.4
ICMP,5G,B,US-West,55,80.4
ICMP,5G,B,US-West,56,78.4
ICMP,5G,B,US-West,57,97.2
ICMP,5G,B,US-West,58,83.5
ICMP,5G,B,US-West,59,81.1
ICMP,5G,B,US-West,60,80.4
ICMP,5G,B,US-West,61,77.7
