protocol,num_tcp_conn,seq_num,Sprint_throughput_mbps,TMobile_throughput_mbps,Verizon_throughput_mbps
TCP,8,0,15.21112727247414,85.20671999999998,124.34566570481077
TCP,8,1,31.137300610312252,84.503712,114.82573469966006
TCP,8,2,39.91651985363888,61.459872,147.12262153532762
TCP,8,3,28.53658785399575,96.589088,154.05435221119714
TCP,8,4,35.58035061021839,84.422336,165.43899853667662
TCP,8,5,49.878615132332115,85.145376,38.64070560870611
TCP,8,6,71.04300794554115,220.283264,60.60001658843319
TCP,8,7,76.28229111038738,269.86521600000003,62.085837508147875
TCP,8,8,87.14198351540917,258.87424,39.29874376257414
TCP,8,9,82.70660148254385,205.3728,76.78479090872244
TCP,8,10,75.06039721501753,217.958336,46.55893435056265
TCP,8,11,96.17659112234041,250.740384,43.67142318988346
TCP,8,12,97.65399580295768,179.336256,0.0
TCP,8,13,98.14513862666071,171.842944,0.0
TCP,8,14,115.89967885851284,134.234336,0.0
TCP,8,15,54.23707747950284,110.45008,0.0
TCP,8,16,63.64087124081798,39.535872,0.0
TCP,8,17,102.09812039086626,45.18278400000001,0.0
TCP,8,18,135.13261164371644,96.310208,0.0
TCP,8,19,151.41254439825482,109.946496,0.0
TCP,8,20,133.65560670100805,79.97830400000002,0.0
TCP,8,21,164.730449541588,63.938688,0.0
TCP,8,22,206.6509970777484,42.17616,19.832746561588994
TCP,8,23,219.96499736283081,19.006912,98.9170575235701
TCP,8,24,234.2688270651416,27.267296,37.56449137468836
TCP,8,25,259.921109721646,28.87376,40.185946294658535
TCP,8,26,308.2407402197676,85.309344,10.407773435170004
TCP,8,27,375.32332083489,81.037696,44.66332533928511
TCP,8,28,406.5355371906388,73.600832,73.3946426421267
TCP,8,29,372.83584,30.377376,107.6567222574601
TCP,8,30,334.10641165601817,68.41744,203.84095621745223
TCP,8,31,323.88341435329085,48.445952,385.67007187490304
TCP,8,32,249.3795213916404,102.672576,497.10620432902397
TCP,8,33,285.5491073901676,99.313024,928.5571222493763
TCP,8,34,202.0239157959461,0.0,1259.1068143607292
TCP,8,41,170.81425617428224,0.0,115.20745449700384
TCP,8,42,173.5419943908929,0.000672,83.88550000401017
TCP,8,43,240.50818126704928,0.005352,94.36749769980999
TCP,8,44,255.80369488193242,0.004744,62.917770163787615
TCP,8,45,249.25922512878742,0.0,173.2257869277961
TCP,8,46,250.8711034852187,0.0,331.0828714904623
TCP,8,47,222.2323120394313,0.0,433.9498007620346
TCP,8,48,285.3901121692202,0.0,346.7719440918676
