protocol,radio_type,num_tcp_conn,run_num,seq_num,throughput_mbps,orientation_angle_in_degrees
TCP,5G,8,15,32,1090.4787414892266,90
TCP,5G,8,15,33,1069.5860263862764,90
TCP,5G,8,15,34,1142.9535625286514,90
TCP,5G,8,15,35,1069.5946970808602,90
TCP,5G,8,15,36,1080.0268425383704,90
TCP,5G,8,15,37,1079.9856446010754,90
TCP,5G,8,15,38,1122.02687977828,90
TCP,5G,8,15,39,1111.4526662919427,90
TCP,5G,8,15,40,1132.1451886989562,90
TCP,5G,8,15,41,1111.8539937962853,90
TCP,5G,8,15,42,1111.421664270766,90
TCP,5G,8,15,43,1090.5736427338443,90
TCP,5G,8,15,44,1111.4428620469741,90
TCP,5G,8,15,45,1111.544887655308,90
TCP,5G,8,15,46,1059.0713550869307,90
TCP,5G,8,15,47,1111.3117137821762,90
TCP,5G,8,15,48,1111.6562096837263,90
TCP,5G,8,15,49,1111.4481616173696,90
TCP,5G,8,15,50,1122.0627291542999,90
TCP,5G,8,15,51,1111.4439219570102,90
TCP,5G,8,15,52,1090.5190400000001,90
TCP,5G,8,15,53,1101.0027000040054,90
TCP,5G,8,15,54,1100.923168552823,90
TCP,5G,8,15,55,1080.0677861024042,90
TCP,5G,8,15,56,1080.0345675015346,90
TCP,5G,8,15,57,1090.50266024603,90
TCP,5G,8,15,58,1090.582223660591,90
TCP,5G,8,15,59,1080.0180877137052,90
TCP,5G,8,15,60,1083.8639866262188,90
TCP,5G,8,16,20,1509.930000250279,90
TCP,5G,8,16,21,1572.8403753548514,90
TCP,5G,8,16,22,1562.412510751712,90
TCP,5G,8,16,23,1562.340990888088,90
TCP,5G,8,16,24,1583.3320176988143,90
TCP,5G,8,16,25,1593.9282453942194,90
TCP,5G,8,16,26,1520.4123628430225,90
TCP,5G,8,16,27,1562.339128479116,90
TCP,5G,8,16,28,1562.4359796337612,90
TCP,5G,8,16,29,1612.9165957249586,90
TCP,5G,8,16,30,1574.637121625289,90
TCP,5G,8,16,31,1593.910383516224,90
TCP,5G,8,16,32,1625.2962875074836,90
TCP,5G,8,16,33,1593.800180783574,90
TCP,5G,8,16,34,1583.324467904017,90
TCP,5G,8,16,35,1604.1816796484106,90
TCP,5G,8,16,36,1635.920922388771,90
TCP,5G,8,16,37,1635.7641301272934,90
TCP,5G,8,16,38,1562.3342862365687,90
TCP,5G,8,16,39,1530.976076984278,90
TCP,5G,8,16,40,1541.3990025386395,90
TCP,5G,8,16,41,1551.8784201273807,90
TCP,5G,8,16,42,1520.5037155873886,90
TCP,5G,8,16,43,1583.2546357152082,90
TCP,5G,8,16,44,1583.4973762610337,90
TCP,5G,8,16,45,1562.3983552589762,90
TCP,5G,8,16,46,1583.2927595520844,90
TCP,5G,8,16,47,1656.7516600015067,90
TCP,5G,8,16,48,1656.0397796584878,90
TCP,5G,8,16,49,1657.370066923934,90
TCP,5G,8,16,50,1645.8640673362247,90
TCP,5G,8,16,51,1552.1563348533316,90
TCP,5G,8,16,52,1604.4593743856603,90
TCP,5G,8,16,53,1583.387888418143,90
TCP,5G,8,16,54,1572.8763750973649,90
TCP,5G,8,16,55,1593.8419800261831,90
TCP,5G,8,16,56,1625.2846625407426,90
TCP,5G,8,16,57,1583.3418325396913,90
TCP,5G,8,16,58,1342.1974403028153,90
TCP,5G,8,16,59,1321.2045000012015,90
TCP,5G,8,16,60,1703.5886901240933,90
TCP,5G,8,17,20,1174.3496826170258,90
TCP,5G,8,17,21,1268.779682505842,90
TCP,5G,8,17,22,1300.2863220861125,90
TCP,5G,8,17,23,1310.6568780399887,90
TCP,5G,8,17,24,1310.7909413394175,90
TCP,5G,8,17,25,1331.7194605862167,90
TCP,5G,8,17,26,1300.1976610290906,90
TCP,5G,8,17,27,1384.1150400201416,90
TCP,5G,8,17,28,1289.7727729575595,90
TCP,5G,8,17,29,1279.1221304523328,90
TCP,5G,8,17,30,1331.8737899440546,90
TCP,5G,8,17,31,1331.6597707569608,90
TCP,5G,8,17,32,1268.7591127510518,90
TCP,5G,8,17,33,1279.1669571691345,90
TCP,5G,8,17,34,1300.330347103253,90
TCP,5G,8,17,35,1289.6067380789916,90
TCP,5G,8,17,36,1289.7804607929804,90
TCP,5G,8,17,37,1331.8182145523276,90
TCP,5G,8,17,38,1279.2563150320682,90
TCP,5G,8,17,39,1300.2354800011826,90
TCP,5G,8,17,40,1289.7254179123825,90
TCP,5G,8,17,41,1321.190955165898,90
TCP,5G,8,17,42,1310.7556259683038,90
TCP,5G,8,17,43,1300.2457101011835,90
TCP,5G,8,17,44,1289.726647869568,90
TCP,5G,8,17,45,1300.195181173356,90
TCP,5G,8,17,46,1300.2953128684985,90
TCP,5G,8,17,47,1289.7706203800647,90
TCP,5G,8,17,48,1321.1673311177835,90
TCP,5G,8,17,49,1309.137226106266,90
TCP,5G,8,17,50,1301.784846988801,90
TCP,5G,8,17,51,1321.2322205299295,90
TCP,5G,8,17,52,1331.639452035891,90
TCP,5G,8,17,53,1289.7537075211878,90
TCP,5G,8,17,54,1342.151680488272,90
TCP,5G,8,17,55,1384.1315400909527,90
TCP,5G,8,17,56,1321.2385208123214,90
TCP,5G,8,17,57,1352.5766155221938,90
TCP,5G,8,17,58,1321.2360006921544,90
TCP,5G,8,17,59,1321.2760087349386,90
TCP,5G,8,17,60,1021.0591835685036,90
TCP,5G,8,18,20,1279.227950945013,90
TCP,5G,8,18,21,1373.7871919578772,90
TCP,5G,8,18,22,1457.3792212227634,90
TCP,5G,8,18,23,1593.8404600153112,90
TCP,5G,8,18,24,1468.0606520048764,90
TCP,5G,8,18,25,1583.3101234922585,90
TCP,5G,8,18,26,1572.88275022352,90
TCP,5G,8,18,27,1525.899390441317,90
TCP,5G,8,18,28,1545.9410041704618,90
TCP,5G,8,18,29,1667.852988360714,90
TCP,5G,8,18,30,1667.2139777866794,90
TCP,5G,8,18,31,1665.7901945941535,90
TCP,5G,8,18,32,1553.3153233304395,90
TCP,5G,8,18,33,1604.252050487514,90
TCP,5G,8,18,34,1635.7949401640244,90
TCP,5G,8,18,35,1593.762183374569,90
TCP,5G,8,18,36,1499.5251725216851,90
TCP,5G,8,18,37,1467.9857502904733,90
TCP,5G,8,18,38,1488.8455167746356,90
TCP,5G,8,18,39,1531.0403243059845,90
TCP,5G,8,18,40,1541.4162750592307,90
TCP,5G,8,18,41,1593.8370400014496,90
TCP,5G,8,18,42,1541.4144375386402,90
TCP,5G,8,18,43,1551.822553150981,90
TCP,5G,8,18,44,1510.0232436072104,90
TCP,5G,8,18,45,1562.3596152220248,90
TCP,5G,8,18,46,1478.432942371922,90
TCP,5G,8,18,47,1551.9516822583869,90
TCP,5G,8,18,48,1709.2110731063592,90
TCP,5G,8,18,49,1677.8460092247174,90
TCP,5G,8,18,50,1719.5338599465458,90
TCP,5G,8,18,51,1593.8195601598154,90
TCP,5G,8,18,52,1667.0673170358984,90
TCP,5G,8,18,53,1698.9446622428256,90
TCP,5G,8,18,54,1614.7265790093295,90
TCP,5G,8,18,55,1677.7416002384216,90
TCP,5G,8,18,56,1604.1174334042346,90
TCP,5G,8,18,57,1677.9396283301926,90
TCP,5G,8,18,58,1593.6972120029716,90
TCP,5G,8,18,59,1761.7765361838974,90
TCP,5G,8,18,60,1230.9458734092752,90
